"Kode Aset";"Serial Number";"Kode Item";"Nama Aset";Spesifikasi;"Tanggal Perolehan";"Harga Beli";"Sumber Perolehan";"Kode Unit";"Nama Unit";PIC;Kondisi;Status;"Jenis KIB";"Masa Manfaat (Tahun)";"Nilai Residu";"Akumulasi Penyusutan";"Nilai Buku"
114206210202;SN-114206210202;BRG0720260012;Bantal;"Informa Marshmallow";2023-01-01;60000;Beli;UNT-2026070002;"AULA ";;Baik;Aktif;B;5;0;0;60000
114201030101;SN-114201030101;BRG0720260249;"Keset Coklat";Informa;2023-01-01;60000;Beli;UNT-2026070002;"AULA ";;Baik;Aktif;B;5;0;0;60000
114201090001;SN-114201090001;BRG0720260035;Ember;;2023-01-01;35000;Beli;UNT-2026070002;"AULA ";;Baik;Aktif;B;5;0;0;35000
114201100001;SN-114201100001;BRG0720260206;Gayung;;2023-01-01;10000;Beli;UNT-2026070002;"AULA ";;Baik;Aktif;B;5;0;0;10000
115206210201;SN-115206210201;BRG0720260012;Bantal;"Informa Marshmallow";2023-01-01;60000;Beli;UNT-2026070002;"AULA ";;Baik;Aktif;B;5;0;0;60000
115206210202;SN-115206210202;BRG0720260012;Bantal;"Informa Marshmallow";2023-01-01;60000;Beli;UNT-2026070002;"AULA ";;Baik;Aktif;B;5;0;0;60000
115201030101;SN-115201030101;BRG0720260249;"Keset Coklat";Informa;2023-01-01;60000;Beli;UNT-2026070002;"AULA ";;Baik;Aktif;B;5;0;0;60000
115201090001;SN-115201090001;BRG0720260035;Ember;;2023-01-01;35000;Beli;UNT-2026070002;"AULA ";;Baik;Aktif;B;5;0;0;35000
115201100001;SN-115201100001;BRG0720260206;Gayung;;2023-01-01;10000;Beli;UNT-2026070002;"AULA ";;Baik;Aktif;B;5;0;0;10000
116206210201;SN-116206210201;BRG0720260012;Bantal;"Informa Marshmallow";2023-01-01;60000;Beli;UNT-2026070002;"AULA ";;Baik;Aktif;B;5;0;0;60000
116206210202;SN-116206210202;BRG0720260012;Bantal;"Informa Marshmallow";2023-01-01;60000;Beli;UNT-2026070002;"AULA ";;Baik;Aktif;B;5;0;0;60000
116201030101;SN-116201030101;BRG0720260249;"Keset Coklat";Informa;2023-01-01;60000;Beli;UNT-2026070002;"AULA ";;Baik;Aktif;B;5;0;0;60000
116201090001;SN-116201090001;BRG0720260035;Ember;;2023-01-01;35000;Beli;UNT-2026070002;"AULA ";;Baik;Aktif;B;5;0;0;35000
116201100001;SN-116201100001;BRG0720260206;Gayung;;2023-01-01;10000;Beli;UNT-2026070002;"AULA ";;Baik;Aktif;B;5;0;0;10000
117206210201;SN-117206210201;BRG0720260012;Bantal;"Informa Marshmallow";2023-01-01;60000;Beli;UNT-2026070002;"AULA ";;Baik;Aktif;B;5;0;0;60000
117201030101;SN-117201030101;BRG0720260249;"Keset Coklat";Informa;2023-01-01;60000;Beli;UNT-2026070002;"AULA ";;Baik;Aktif;B;5;0;0;60000
117201090001;SN-117201090001;BRG0720260035;Ember;;2023-01-01;35000;Beli;UNT-2026070002;"AULA ";;Baik;Aktif;B;5;0;0;35000
117201100001;SN-117201100001;BRG0720260206;Gayung;;2023-01-01;10000;Beli;UNT-2026070002;"AULA ";;Baik;Aktif;B;5;0;0;10000
118206210201;SN-118206210201;BRG0720260012;Bantal;"Informa Marshmallow";2023-01-01;60000;Beli;UNT-2026070002;"AULA ";;Baik;Aktif;B;5;0;0;60000
118206210202;SN-118206210202;BRG0720260012;Bantal;"Informa Marshmallow";2023-01-01;60000;Beli;UNT-2026070002;"AULA ";;Baik;Aktif;B;5;0;0;60000
118201030101;SN-118201030101;BRG0720260249;"Keset Coklat";Informa;2023-01-01;60000;Beli;UNT-2026070002;"AULA ";;Baik;Aktif;B;5;0;0;60000
118201090001;SN-118201090001;BRG0720260035;Ember;;2023-01-01;35000;Beli;UNT-2026070002;"AULA ";;Baik;Aktif;B;5;0;0;35000
118201100001;SN-118201100001;BRG0720260206;Gayung;;2023-01-01;10000;Beli;UNT-2026070002;"AULA ";;Baik;Aktif;B;5;0;0;10000
119206210201;SN-119206210201;BRG0720260012;Bantal;"Informa Marshmallow";2023-01-01;60000;Beli;UNT-2026070002;"AULA ";;Baik;Aktif;B;5;0;0;60000
119206210202;SN-119206210202;BRG0720260012;Bantal;"Informa Marshmallow";2023-01-01;60000;Beli;UNT-2026070002;"AULA ";;Baik;Aktif;B;5;0;0;60000
119201030101;SN-119201030101;BRG0720260249;"Keset Coklat";Informa;2023-01-01;60000;Beli;UNT-2026070002;"AULA ";;Baik;Aktif;B;5;0;0;60000
119201090001;SN-119201090001;BRG0720260035;Ember;;2023-01-01;35000;Beli;UNT-2026070002;"AULA ";;Baik;Aktif;B;5;0;0;35000
119201100001;SN-119201100001;BRG0720260206;Gayung;;2023-01-01;10000;Beli;UNT-2026070002;"AULA ";;Baik;Aktif;B;5;0;0;10000
120206210201;SN-120206210201;BRG0720260012;Bantal;"Informa Marshmallow";2023-01-01;60000;Beli;UNT-2026070002;"AULA ";;Baik;Aktif;B;5;0;0;60000
120206210202;SN-120206210202;BRG0720260012;Bantal;"Informa Marshmallow";2023-01-01;60000;Beli;UNT-2026070002;"AULA ";;Baik;Aktif;B;5;0;0;60000
120201030101;SN-120201030101;BRG0720260249;"Keset Coklat";Informa;2023-01-01;60000;Beli;UNT-2026070002;"AULA ";;Baik;Aktif;B;5;0;0;60000
120201090001;SN-120201090001;BRG0720260035;Ember;;2023-01-01;35000;Beli;UNT-2026070002;"AULA ";;Baik;Aktif;B;5;0;0;35000
120201100001;SN-120201100001;BRG0720260206;Gayung;;2023-01-01;10000;Beli;UNT-2026070002;"AULA ";;Baik;Aktif;B;5;0;0;10000
